//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	75 75 45 			141 141 85 			255 255 255 			167 118 65 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.8			0 0 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			127 121 102 80			127 44 24 0			100	150	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				129 91 50 			128 91 50 			255 128 0 			5 8 0 			0.8		0.3		0.3			0 0 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			127 124 124 124			127 44 24 0			100	80	0	1.00		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				13 13 31 			13 13 31 			255 128 0 			5 0 0 			0.8		0.3		0.6			0 0 0			800.0		155.0		0.8			30 20 0			3 3 3			85 85 65 240			127 57 87 87			127 21 27 88			0	90	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				14 14 20 			14 14 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			0 0 0			800.0		155.0		0.8			35 9 10			27 30 36			53 104 104 240			127 50 78 114			127 34 40 30			0	90	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			44 101 126 			141 101 60 			255 128 0 			255 128 0 			3.3		0.3		0.8			0 0 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			127 86 86 86			127 149 94 0			100	120	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 			54 128 159 			135 128 122 			255 128 0 			255 128 0 			1.1		0.1		0.1			0 0 0			800.0		100.0		0.3			120 40 40			159 142 106			145 170 170 240			127 106 106 106			127 96 61 15			100	180	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 		62 110 192 			90 110 110 			255 128 0 			255 128 0 			2.5		0.8		0.1			0 0 0			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			127 127 123 110			127 99 74 10			100	180	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				89 116 128 			73 117 150 			255 55 0 			255 255 255 			4.3		0.3		0.3			0 0 0			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			106 124 124 107			127 86 50 10			100	180	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 			155 128 72 			155 128 72 			255 128 0 			255 128 0 			1.9		0.3		0.6			0 0 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			127 121 93 71			127 44 24 0			100	120	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				197 103 39 			197 103 39 			255 128 0 			5 8 0 			0.8		0.3		0.6			0 0 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			127 117 124 83			127 66 27 0			100	90	0	1.00		
//
///////////////////////////////////////////CLOUDY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 			15 15 15 			15 15 15 			10 10 0 			10 0 0 			0.8		0.8		0.1			0 0 0			700.0		79.0		0.8			30 20 0			23 28 30			55 55 66 240			127 124 124 124			127 45 49 32			0	51	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				10 22 33 			10 22 33 			10 10 0 			10 0 0 			0.8		0.8		0.1			0 0 0			700.0		-22.0		0.8			70 27 10			23 28 30			55 55 66 240			127 80 85 91			127 98 120 120			0	100	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			22 22 22 			22 22 22 			0 0 0 			0 0 0 			3.3		0.8		0.1			0 0 0			700.0		90.0		0.8			100 34 25			23 28 30			77 77 88 240			127 63 80 80			127 122 122 90			100	180	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 			89 103 107 			89 103 107 			0 0 0 			0 0 0 			-0.1		0.6		0.1			0 0 0			700.0		-22.0		0.3			120 40 40			92 116 125			77 77 88 240			127 124 124 124			127 45 28 12			100	180	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			89 103 107 			89 103 107 			10 10 0 			10 0 0 			2.8		0.3		0.1			0 0 0			700.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			127 80 80 80			127 122 122 122			100	180	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				91 105 110 			91 105 110 			0 0 0 			0 0 0 			3.5		0.8		0.1			0 0 0			700.0		-22.0		0.8			120 100 100			92 116 123			123 128 134 240			127 44 44 44			127 122 122 122			100	180	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 				62 72 75 			62 72 75 			0 0 0 			0 0 0 			-0.1		0.8		0.1			0 0 0			700.0		-22.0		0.8			120 100 100			46 58 61			122 126 134 240			127 90 90 90			127 90 122 122			100	180	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				20 22 22 			20 22 22 			10 10 0 			10 0 0 			0.8		0.8		0.3			0 0 0			700.0		111.0		0.8			70 27 10			23 28 30			10 70 60 240			127 64 64 100			127 69 70 87			100	20	0	1.00		
//
///////////////////////////////////////////SUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				0 21 32 			4 21 38 			255 128 0 			5 0 0 			0.8		0.3		0.3			0 0 0			450.0		100.0		0.8			30 20 0			3 3 3			19 40 52 240			127 66 66 66			127 88 56 28			0	120	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				8 24 32 			0 24 53 			255 128 0 			255 0 0 			-0.1		0.3		0.8			0 0 0			454.0		100.0		0.8			70 27 10			50 43 36			21 41 56 240			127 66 99 66			127 88 47 23			0	120	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			52 118 147 			164 118 69 			255 128 0 			255 128 0 			3.0		0.1		0.8			0 0 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			127 124 124 124			127 45 47 23			100	120	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 			62 144 180 			91 145 181 			255 128 0 			255 0 0 			3.3		0.8		0.1			0 0 0			455.0		66.0		0.3			120 40 40			159 142 106			145 170 170 240			127 55 62 64			127 66 66 80			100	120	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			65 146 186 			65 146 186 			255 128 0 			255 128 0 			2.5		0.8		0.1			0 0 0			455.0		66.0		0.8			120 100 100			180 255 255			90 170 170 240			127 44 94 89			127 45 66 36			100	120	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				89 116 128 			83 116 116 			255 0 0 			255 0 0 			3.3		0.8		0.1			0 0 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			127 33 99 99			127 66 66 44			100	120	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 				94 122 163 			129 121 101 			255 128 0 			155 0 0 			1.9		0.6		0.3			0 0 0			455.0		66.0		0.8			120 40 40			0 0 0			67 67 67 240			127 124 66 44			127 66 55 23			100	120	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				0 34 57 			9 34 51 			255 5 8 			5 8 0 			0.8		0.3		0.3			0 0 0			455.0		66.0		0.8			70 27 10			0 0 0			44 73 96 240			127 124 124 124			127 45 47 23			100	112	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				10 36 65 			10 36 65 			255 128 0 			5 0 0 			0.8		0.3		0.3			0 0 0			450.0		100.0		0.8			30 20 0			3 3 3			19 40 52 240			127 66 66 66			127 88 56 28			0	120	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				4 32 66 			4 32 66 			255 128 0 			255 0 0 			-0.1		0.3		0.8			0 0 0			454.0		100.0		0.8			70 27 10			50 43 36			21 41 56 240			127 66 99 66			127 88 47 23			0	120	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			51 123 168 			170 124 80 			255 128 0 			255 128 0 			2.6		0.1		0.1			0 0 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			127 86 86 86			127 166 94 0			100	120	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 		83 135 204 			83 135 165 			255 128 0 			255 0 0 			1.6		0.8		0.1			0 0 0			455.0		66.0		0.3			120 40 40			159 142 106			145 170 170 240			127 86 86 86			127 166 94 0			100	120	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			72 144 204 			64 144 183 			255 128 0 			255 128 0 			2.5		0.8		0.1			0 0 0			455.0		66.0		0.8			120 100 100			180 255 255			90 170 170 240			127 44 94 89			127 45 66 36			100	120	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				94 123 136 			88 123 123 			255 0 0 			255 0 0 			3.3		0.8		0.1			0 0 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			127 33 99 99			127 66 66 44			100	120	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 				83 109 145 			116 109 91 			255 128 0 			155 0 0 			1.9		0.6		0.3			0 0 0			455.0		66.0		0.8			120 40 40			0 0 0			67 67 67 240			127 124 66 44			127 66 55 23			100	120	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				10 36 65 			10 36 65 			255 5 8 			5 8 0 			0.8		0.3		0.3			0 0 0			455.0		66.0		0.8			70 27 10			0 0 0			44 73 96 240			127 124 124 124			127 45 47 23			100	112	0	1.00		
//
///////////////////////////////////////////CLOUDY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				19 19 19 			19 19 19 			10 10 0 			10 0 0 			0.8		0.8		0.8			0 0 0			1150.0		-22.0		0.8			30 20 0			23 28 30			55 55 66 240			127 64 64 12			127 88 66 66			0	0	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				26 26 26 			26 26 26 			10 10 0 			10 0 0 			-0.1		0.8		0.8			0 0 0			1150.0		-22.0		0.8			70 27 10			23 28 30			55 55 66 240			127 77 67 52			127 85 72 66			0	0	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			41 46 47 			41 46 47 			10 10 0 			10 0 0 			3.3		0.8		0.8			0 0 0			1150.0		-22.0		0.8			100 34 25			23 28 30			77 77 88 240			127 64 64 64			127 77 77 77			100	0	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 		62 72 75 			62 72 75 			10 10 0 			10 0 0 			-0.1		0.6		0.8			0 0 0			1150.0		-22.0		0.3			120 40 40			46 58 61			77 77 88 240			127 124 124 124			127 48 48 48			100	0	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 		76 88 92 			76 88 92 			10 10 0 			10 0 0 			2.8		0.3		0.6			0 0 0			1150.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			127 124 124 124			127 48 48 48			100	0	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				62 72 75 			62 72 75 			10 10 0 			10 0 0 			3.5		0.8		0.8			0 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			123 128 134 240			127 124 124 124			127 48 48 48			100	0	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 				53 62 64 			53 62 64 			10 10 0 			10 0 0 			1.9		0.8		0.8			0 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			122 126 134 240			127 64 64 55			127 48 48 48			100	0	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				31 36 37 			31 36 37 			10 10 0 			10 0 0 			0.8		0.8		0.8			0 0 0			1150.0		-22.0		0.8			70 27 10			23 28 30			77 77 88 240			127 64 64 12			127 48 48 48			100	0	0	1.00		
//
///////////////////////////////////////////RAINY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 			20 20 20 			20 20 20 			0 0 0 			0 0 0 			0.8		0.8		0.3			0 0 0			650.0		5.0		0.8			30 20 0			0 0 0			59 68 77 240			127 124 124 124			127 16 48 10			0	0	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				20 20 20 			20 20 20 			0 0 0 			0 0 0 			-0.1		0.8		0.6			0 0 0			650.0		5.0		0.8			70 27 10			0 0 0			59 68 77 240			127 124 124 124			127 0 48 20			0	0	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			20 20 20 			20 20 20 			0 0 0 			0 0 0 			3.3		0.8		0.3			0 0 0			650.0		5.0		0.8			100 34 25			0 0 0			62 72 77 240			127 124 124 124			127 0 48 20			100	0	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 		50 50 50 			50 50 50 			0 0 0 			0 0 0 			2.5		0.6		0.3			0 0 0			650.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			127 124 124 124			127 0 48 20			100	0	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			80 80 80 			80 80 80 			0 0 0 			0 0 0 			0.8		0.3		0.1			0 0 0			650.0		5.0		0.6			120 100 100			0 0 0			141 141 140 240			127 124 124 124			127 30 38 30			100	0	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 			70 70 70 			70 70 70 			0 0 0 			0 0 0 			3.5		0.8		0.3			0 0 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			127 124 124 124			127 10 46 22			100	0	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 			40 40 40 			40 40 40 			0 0 0 			0 0 0 			1.9		0.8		0.8			0 0 0			650.0		5.0		0.8			120 40 40			0 0 0			132 176 189 240			127 124 124 124			127 0 48 20			100	0	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				40 40 40 			40 40 40 			0 0 0 			0 0 0 			0.8		0.8		0.8			0 0 0			650.0		5.0		0.8			70 27 10			0 0 0			161 176 189 240			127 124 124 124			127 0 48 20			100	0	0	1.00		
//
///////////////////////////////////////////FOGGY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				30 36 36 			30 36 36 			10 10 0 			10 0 0 			0.8		0.8		0.6			0 0 0			150.0		-200.0		0.8			30 20 0			0 0 0			120 120 125 240			127 124 124 124			127 30 30 32			0	120	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				43 45 45 			43 45 45 			10 10 0 			10 0 0 			-0.1		0.8		0.6			0 0 0			150.0		-200.0		0.8			70 27 10			0 0 0			120 120 125 240			127 124 124 124			127 30 30 32			0	120	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 			45 45 45 			45 45 45 			0 10 0 			10 0 0 			3.3		0.8		0.6			0 0 0			150.0		-200.0		0.8			100 34 25			0 0 0			128 128 125 240			127 124 124 124			127 30 30 32			100	120	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 			40 50 50 			40 50 50 			10 10 0 			10 0 0 			2.5		0.6		0.6			0 0 0			150.0		-200.0		0.6			120 40 40			0 0 0			128 128 125 240			127 124 124 124			127 30 30 32			100	120	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			102 109 109 			102 109 109 			10 10 0 			10 0 0 			0.8		0.3		0.3			0 0 0			250.0		-30.0		0.3			120 100 100			0 0 0			128 128 128 240			127 124 124 124			127 30 30 32			100	120	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 				85 85 89 			85 85 89 			10 10 0 			10 0 0 			3.5		0.8		0.3			0 0 0			150.0		-70.0		0.8			120 40 40			0 0 0			123 123 124 240			127 124 124 124			127 30 30 32			100	111	0	1.00		
// 8 PM
	75 75 45 			141 141 85 			255 255 255 				52 60 60 			52 60 60 			10 10 0 			10 0 0 			1.9		0.8		0.8			0 0 0			150.0		-80.0		0.8			120 40 40			0 0 0			122 121 124 240			127 124 124 124			127 30 30 32			100	120	0	1.00		
// 10 PM
	75 75 45 			141 141 85 			255 255 255 				30 36 36 			30 36 36 			10 10 0 			10 0 0 			0.8		0.8		0.6			0 0 0			150.0		-100.0		0.8			70 27 10			0 0 0			123 124 120 240			127 124 124 124			127 30 30 32			100	120	0	1.00		
//
///////////////////////////////////////////SUNNY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	74 74 46 			139 139 86 			255 255 255 				16 7 23 			16 7 23 			255 255 0 			5 0 0 			0.8		0.3		0.8			0 0 0			1000.0		100.0		0.8			30 20 0			3 3 3			38 38 55 240			127 64 64 64			127 88 27 0			0	0	0	1.00		
// 5 AM
	102 74 50 			192 139 94 			255 255 255 				20 4 19 			20 4 19 			255 128 0 			255 0 0 			-0.1		0.3		0.8			0 0 0			1000.0		100.0		0.8			70 27 10			50 43 36			53 62 68 240			127 64 64 152			127 79 27 0			0	0	0	1.00		
// 6 AM
	124 114 86 			233 214 162 			255 255 255 		45 104 130 			146 105 62 			255 128 0 			255 128 0 			3.3		0.3		0.1			0 0 0			1000.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			127 64 64 64			127 77 66 0			100	0	0	1.00		
// 7 AM
	124 114 86 			233 214 162 			255 255 255 			63 144 180 			65 145 185 			255 128 0 			255 0 0 			3.3		0.1		0.1			0 0 0			1000.0		100.0		0.3			120 40 40			159 142 106			145 170 170 240			127 64 64 64			127 64 64 22			100	0	0	1.00		
// Midday
	85 85 85 			160 160 160 			255 255 255 			68 136 192 			60 136 175 			255 128 0 			255 128 0 			2.5		0.1		0.3			0 0 0			1000.0		10.0		0.8			120 100 100			180 255 255			90 170 170 240			127 64 64 64			127 128 111 44			100	88	0	1.00		
// 7 PM
	90 65 27 			169 122 51 			255 255 255 			109 142 157 			63 142 181 			255 255 255 			255 255 255 			3.5		0.1		0.8			0 0 0			1000.0		10.0		0.8			120 40 40			200 123 96			153 95 87 240			127 64 64 64			127 122 27 0			100	0	0	1.00		
// 8 PM
