$ MP5				INSTANT_HIT	35.0 40.0	353	-1		4	uzibad		30	 25		0.51 -0.01  0.20    0  0	0.75 1.1 	 6  9  7	 6  9  6  30	7001
$ MP5				INSTANT_HIT	40.0 45.0	353	-1		4	uzi			30	 25		0.51 -0.01  0.20    1  250	1.0	 1.3 	 6  9  7	 6  9  6  30	7011
$ MP5				INSTANT_HIT	45.0 45.0	353	-1		4	uzi			30	 25		0.51 -0.01  0.20    2  999	1.2  1.5 	 6  9  7	 6  9  6  30	7031
################
$ AK47				INSTANT_HIT	40.0 70.0	355	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.40 0.9 	 6 10  7	 6 10  7  99	7001
$ AK47				INSTANT_HIT	45.0 70.0	355	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.50 1.0 	 6 10  7	 6 10  7  99	7011
$ AK47				INSTANT_HIT	50.0 70.0	355	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.60 1.1 	 6 10  7	 6 10  7  99	7031

$ M4				INSTANT_HIT	40.0 90.0	356	-1		5	riflebad	50	 30		0.74 -0.04  0.13    0  0	0.45 0.9 	 6 10  7	 6 10  7  99	7001
$ M4				INSTANT_HIT	45.0 90.0	356	-1		5	rifle		50	 30		0.74 -0.04  0.13    1  200	0.65 1.0 	 6 10  7	 6 10  7  99	7011
$ M4				INSTANT_HIT	50.0 90.0	356	-1		5	rifle		50	 30		0.74 -0.04  0.13    2  999	0.80 1.1 	 6 10  7	 6 10  7  99	7031
################
#$ COUNTRYRIFLE		INSTANT_HIT	50.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		0  0	0.75 1.0 	 6 17  7	 6 17  7  99	A018
$ COUNTRYRIFLE		INSTANT_HIT	55.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		1  300	1.0	 1.2 	 6 17  7	 6 17  7  99	A008
#$ COUNTRYRIFLE		INSTANT_HIT	60.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		2  999	1.25 1.3 	 6 17  7	 6 17  7  99	A038

#$ SNIPERRIFLE		INSTANT_HIT	40.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	0  0	0.75 1.0 	 6 17  7	6  17  7  99	A014
$ SNIPERRIFLE		INSTANT_HIT	50.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	1  300	1.0	 1.0 	 6 17  7	6  17  7  99	A014
#$ SNIPERRIFLE		INSTANT_HIT	60.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	2  999	1.25 1.0 	 6 17  7	6  17  7  99	A014
################
$ RLAUNCHER			PROJECTILE	50.0 55.0	359	-1		7	rocket		1	 75		0.42  0.0   0.05    1  0	1.0	 1.0 	11 19 12	14 99 15  99	48214
$ RLAUNCHER_HS		PROJECTILE	50.0 55.0	360	-1		7	rocket		1	 75		0.42  0.0   0.05    1  0	1.0	 1.0 	11 19 12	14 99 15  99	48214
$ FTHROWER			AREA_EFFECT	4.0  5.1	361	-1		7	flame		500	 25		0.98  0.0   0.40    1  0	1.0	 1.0 	11 12 11	11 12 11  35	30238		0.5  0.0075 1000.0	 2.0
$ MINIGUN			INSTANT_HIT	65.0 75.0	362	-1		7	flame		500	 140	1.15  0.0   0.40    1  0	1.0	 1.0 	11 12 11	11 12 11  35	238
#############
$ SATCHEL_CHARGE	PROJECTILE	30.0 40.0	363	364		8	grenade		1	 75		0.0   0.0   0.0		1  0	1.0	 1.0 	 0 99  6	 0 99  9  99	100			0.25 -1.0 800.0	 1.0
$ DETONATOR			USE			25.0 25.0	364	-1		12	null		1	 0		0.0   0.0   0.13    1  0	1.0	 1.0 	 0 10  3  	 0 10  3  99	0
################
$ SPRAYCAN			AREA_EFFECT	4.0  6.1	365	-1		9	spraycan	500	 1		0.20  0.0   -0.1    1  0	1.0	 1.0 	12 58 13	11 58 13  99	0431		0.05  0.5    1000.0	 0.01
$ EXTINGUISHER		AREA_EFFECT	10.0 10.1	366	-1		9	flame		500	 1		0.45  0.10  0.15    1  0	1.0	 1.0 	11 12 11	11 12 11  35	0038		0.1   0.5    1000.0	 0.01
$ CAMERA			CAMERA		70.0 100.0	367	-1		9	rifle		36	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	4
################
$ NIGHTVISION		USE			70.0 100.0	368	-1		11	goggles		0	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	0
$ INFRARED			USE			70.0 100.0	369	-1		11	goggles		0	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	0
#$ JETPACK			USE			25.0 25.0	370	-1		9	null		1	 0		0.0   0.0   0.13    1  0	1.0	 1.0 	 0 10  3  	 0 10  3  99	0


# NYT
$ nytakd				INSTANT_HIT	50.0 70.0	26000	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.40 1.0 	 6 10  7	 6 10  7  99	7001
$ nytakd				INSTANT_HIT	50.0 70.0	26000	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.40 1.0 	 6 10  7	 6 10  7  99	7011
$ nytakd				INSTANT_HIT	50.0 70.0	26000	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.40 1.0 	 6 10  7	 6 10  7  99	7031

$ nytaklong				INSTANT_HIT	50.0 70.0	26001	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.50 1.0 	 6 10  7	 6 10  7  99	7001
$ nytaklong				INSTANT_HIT	50.0 70.0	26001	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.50 1.0 	 6 10  7	 6 10  7  99	7011
$ nytaklong				INSTANT_HIT	50.0 70.0	26001	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.50 1.0 	 6 10  7	 6 10  7  99	7031

$ nytarp15				INSTANT_HIT	60.0 70.0	26002	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.50 1.0 	 7 10  8	 7 10  8  99	7001
$ nytarp15				INSTANT_HIT	60.0 70.0	26002	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.50 1.0 	 7 10  8	 7 10  8  99	7011
$ nytarp15				INSTANT_HIT	60.0 70.0	26002	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.50 1.0 	 7 10  8	 7 10  8  99	7031

$ nytg36c				INSTANT_HIT	50.0 70.0	26003	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.60 1.0 	 7 10  8	 7 10  8  99	7001
$ nytg36c				INSTANT_HIT	50.0 70.0	26003	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.60 1.0 	 7 10  8	 7 10  8  99	7011
$ nytg36c				INSTANT_HIT	50.0 70.0	26003	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.60 1.0 	 7 10  8	 7 10  8  99	7031

$ nytgsar				INSTANT_HIT	50.0 70.0	26004	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.55 1.0 	 6 11  7	 6 11  7  99	7001
$ nytgsar				INSTANT_HIT	50.0 70.0	26004	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.55 1.0 	 6 11  7	 6 11  7  99	7011
$ nytgsar				INSTANT_HIT	50.0 70.0	26004	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.55 1.0 	 6 11  7	 6 11  7  99	7031

$ nythk416				INSTANT_HIT	60.0 70.0	26005	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.70 1.0 	 8 12  9	 8 12  9  99	7001
$ nythk416				INSTANT_HIT	60.0 70.0	26005	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.70 1.0 	 8 12  9	 8 12  9  99	7011
$ nythk416				INSTANT_HIT	60.0 70.0	26005	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.70 1.0 	 8 12  9	 8 12  9  99	7031

$ nytm4a1				INSTANT_HIT	50.0 70.0	26006	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.60 1.0 	 7 10  8	 7 10  8  99	7001
$ nytm4a1				INSTANT_HIT	50.0 70.0	26006	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.60 1.0 	 7 10  8	 7 10  8  99	7011
$ nytm4a1				INSTANT_HIT	50.0 70.0	26006	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.60 1.0 	 7 10  8	 7 10  8  99	7031

$ nytscarh				INSTANT_HIT	50.0 70.0	26007	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.62 1.0 	 6 11  7	 6 11  7  99	7001
$ nytscarh				INSTANT_HIT	50.0 70.0	26007	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.62 1.0 	 6 11  7	 6 11  7  99	7011
$ nytscarh				INSTANT_HIT	50.0 70.0	26007	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.62 1.1 	 6 11  7	 6 11  7  99	7031

#$ nytbm98b		INSTANT_HIT	50.0 100.0	26008	-1		6	sniper		1	 125	0.7  -0.05  0.2 	0  0	1.0	 1.0 	 6 17  7	6  17  7  99	A014
$ nytbm98b		INSTANT_HIT	50.0 100.0	26008	-1		6	sniper		1	 125	0.7  -0.05  0.2 	1  300	1.0	 1.0 	 6 17  7	6  17  7  99	A014
#$ nytbm98b		INSTANT_HIT	50.0 100.0	26008	-1		6	sniper		1	 125	0.7  -0.05  0.2 	2  999	1.0	 1.0 	 6 17  7	6  17  7  99	A014

#$ nytbxbolt		INSTANT_HIT	50.0 100.0	26009	-1		6	sniper		1	 125	0.7  -0.05  0.2 	0  0	1.0	 1.0 	 6 17  7	6  17  7  99	A014
$ nytbxbolt		INSTANT_HIT	50.0 100.0	26009	-1		6	sniper		1	 125	0.7  -0.05  0.2 	1  300	1.0	 1.0 	 6 17  7	6  17  7  99	A014
#$ nytbxbolt		INSTANT_HIT	50.0 100.0	26009	-1		6	sniper		1	 125	0.7  -0.05  0.2 	2  999	1.0	 1.0 	 6 17  7	6  17  7  99	A014

#$ nytrmini14		INSTANT_HIT	50.0 100.0	26010	-1		6	rifle		5	 75		0.1  0.1  0.1		0  0	1.0	 1.2 	 7 17  8	 7 17  8  99	A018
$ nytrmini14		INSTANT_HIT	55.0 100.0	26010	-1		6	rifle		5	 75		0.1  0.1  0.1		1  300	1.0	 1.2 	 7 17  8	 7 17  8  99	A008
#$ nytrmini14		INSTANT_HIT	60.0 100.0	26010	-1		6	rifle		5	 75		0.1  0.1  0.1		2  999	1.0	 1.2 	 7 17  8	 7 17  8  99	A038

#$ nytrpc		INSTANT_HIT	60.0 80.0	26011	-1		6	sniper		10	 75		0.7  -0.05  0.2		0  0	1.0	 1.2 	 7 17  8	 7 17  8  99	A008
$ nytrpc		INSTANT_HIT	60.0 80.0	26011	-1		6	sniper		10	 75		0.7  -0.05  0.2		1  300	1.0	 1.2 	 7 17  8	 7 17  8  99	A008
#$ nytrpc		INSTANT_HIT	60.0 80.0	26011	-1		6	sniper		10	 75		0.7  -0.05  0.2		2  999	1.0	 1.2 	 7 17  8	 7 17  8  99	A038

#$ nytsssg69		INSTANT_HIT	40.0 100.0	26012	-1		6	sniper		1	 125	0.7  -0.05  0.2 	0  0	0.75 1.0 	 6 17  7	6  17  7  99	A014
$ nytsssg69		INSTANT_HIT	50.0 100.0	26012	-1		6	sniper		1	 125	0.7  -0.05  0.2 	1  300	1.0	 1.0 	 6 17  7	6  17  7  99	A014
#$ nytsssg69		INSTANT_HIT	60.0 100.0	26012	-1		6	sniper		1	 125	0.7  -0.05  0.2 	2  999	1.25 1.0 	 6 17  7	6  17  7  99	A014

#$ nytsvdm		INSTANT_HIT	50.0 100.0	26013	-1		6	sniper		8	47		0.7  -0.05  0.2 	0  0	1.0	 1.0 	6 35  6		6 35  6  99	    A014
$ nytsvdm		INSTANT_HIT	50.0 100.0	26013	-1		6	sniper		8	47		0.7  -0.05  0.2 	1  500	1.0	 1.0 	6 35  6		6 35  6  99	    A014
#$ nytsvdm		INSTANT_HIT	50.0 100.0	26013	-1		6	sniper		8	47		0.7  -0.05  0.2 	2  999	1.0	 1.0 	6 35  6		6 35  6  99	    A014

$ nytbm9s	INSTANT_HIT	25.0 30.0	26014	-1		2	silenced	15	 30		0.41  0.03  0.12    0  0	1.25 1.0 	 4 21  4	 4 21  4  40	7001
$ nytbm9s	INSTANT_HIT	30.0 35.0	26014	-1		2	silenced	15	 30		0.41  0.03  0.12    1  500	1.25 1.0 	 4 21  4	 4 21  4  40	7011
$ nytbm9s	INSTANT_HIT	35.0 35.0	26014	-1		2	silenced	15	 30		0.41  0.03  0.12    2  999	1.25 1.0 	 4 21  4	 4 21  4  40	7031

$ nytfnp45	INSTANT_HIT	25.0 30.0	26015	-1		2	silenced	14	 30		0.41  0.03  0.12    0  0	2.0 1.0 	 4 21  4	 4 21  4  40	7001
$ nytfnp45	INSTANT_HIT	30.0 35.0	26015	-1		2	silenced	14	 30		0.41  0.03  0.12    1  500	2.0 1.0 	 4 21  4	 4 21  4  40	7011
$ nytfnp45	INSTANT_HIT	35.0 35.0	26015	-1		2	silenced	14	 30		0.41  0.03  0.12    2  900	2.0 1.0 	 4 21  4	 4 21  4  40	7031

$ nytglock34silen	INSTANT_HIT	25.0 30.0	26016	-1		2	silenced	17	 30		0.41  0.03  0.12    0  0	1.25 1.0 	 4 21  4	 4 21  4  40	7001
$ nytglock34silen	INSTANT_HIT	30.0 35.0	26016	-1		2	silenced	17	 30		0.41  0.03  0.12    1  500	1.25 1.0 	 4 21  4	 4 21  4  40	7011
$ nytglock34silen	INSTANT_HIT	35.0 35.0	26016	-1		2	silenced	17	 30		0.41  0.03  0.12    2  900	1.25 1.0 	 4 21  4	 4 21  4  40	7031

$ nyttaser	INSTANT_HIT	25.0 30.0	26017	-1		2	silenced	1	 40		0.40  0.05  0.15    0  0	2.5  1.0 	 4 21  4	 4 21  4  40	7001
$ nyttaser	INSTANT_HIT	30.0 35.0	26017	-1		2	silenced	1	 40		0.40  0.05  0.15	1  500	2.5 1.0 	 4 21  4	 4 21  4  40	7011
$ nyttaser	INSTANT_HIT	35.0 35.0	26017	-1		2	silenced	1	 40		0.40  0.05  0.15	2  999	2.5  1.0 	 4 21  4	 4 21  4  40	7031

$ nyttype52silen	INSTANT_HIT	25.0 30.0	26018	-1		2	silenced	7	 30		0.41  0.03  0.12    0  0	1.0 1.0 	 4 21  4	 4 21  4  40	7001
$ nyttype52silen	INSTANT_HIT	30.0 35.0	26018	-1		2	silenced	7	 30		0.41  0.03  0.12    1  500	1.0 1.0 	 4 21  4	 4 21  4  40	7001
$ nyttype52silen	INSTANT_HIT	35.0 35.0	26018	-1		2	silenced	7	 30		0.41  0.03  0.12    2  999	1.0 1.0 	 4 21  4	 4 21  4  40	7001

$ nytwppsilen	INSTANT_HIT	25.0 30.0	26020	-1		2	silenced	8	 30		0.41  0.03  0.12    0  0	1.05 1.0 	 4 21  4	 4 21  4  40	7001
$ nytwppsilen	INSTANT_HIT	30.0 35.0	26020	-1		2	silenced	8	 30		0.41  0.03  0.12    1  500	1.05 1.0 	 4 21  4	 4 21  4  40	7011
$ nytwppsilen	INSTANT_HIT	35.0 35.0	26020	-1		2	silenced	8	 30		0.41  0.03  0.12    2  999	1.05  1.0 	 4 21  4	 4 21  4  40	7031

$ nytbm4			INSTANT_HIT	30.0 40.0	26025	-1		3	buddy		6	 15		0.75 -0.06  0.22    0  0	1.4  1.0 	 6 18  7	 6 18  7  35	7011
$ nytbm4			INSTANT_HIT	35.0 40.0	26025	-1		3	buddy		6	 15		0.75 -0.06  0.22    1  200	1.4  1.0 	 6 18  7	 6 18  7  35	7011
$ nytbm4			INSTANT_HIT	40.0 40.0	26025	-1		3	buddy		6	 15		0.75 -0.06  0.22    2  999	1.4  1.0 	 6 18  7	 6 18  7  35	7011

$ nytdbshot			INSTANT_HIT	30.0 40.0	26026	-1		3	buddy		2	 15		0.75 -0.06  0.22    0  0	1.0  1.0 	 6 18  7	 6 18  7  35	7011
$ nytdbshot			INSTANT_HIT	35.0 40.0	26026	-1		3	buddy		2	 15		0.75 -0.06  0.22    1  200	1.0  1.0 	 6 18  7	 6 18  7  35	7011
$ nytdbshot			INSTANT_HIT	40.0 40.0	26026	-1		3	buddy		2	 15		0.75 -0.06  0.22    2  999	1.0  1.0 	 6 18  7	 6 18  7  35	7011

$ nytm5sss			INSTANT_HIT	30.0 40.0	26027	-1		3	shotgunbad		1	 15		0.75 -0.06  0.22    0  0	0.8  1.0 	 5 19  6	 5 19  6  35	2011
$ nytm5sss			INSTANT_HIT	35.0 40.0	26027	-1		3	shotgun		1	 15		0.75 -0.06  0.22    1  200	0.8  1.0 	 5 19  6	 5 19  6  35	2011
$ nytm5sss			INSTANT_HIT	40.0 40.0	26027	-1		3	shotgun		1	 15		0.75 -0.06  0.22    2  999	0.8  1.0 	 5 19  6	 5 19  6  35	2031

$ nytm500a			INSTANT_HIT	30.0 40.0	26028	-1		3	shotgunbad	1	 10		0.82 -0.02  0.23    0  0	1.2  1.0 	 6 40  7	 6 40  7  28	2001
$ nytm500a			INSTANT_HIT	35.0 40.0	26028	-1		3	shotgun		1	 10		0.82 -0.02  0.25    1  200	1.2	 1.1 	 6 38  7	 6 40  7  20	2011
$ nytm500a			INSTANT_HIT	40.0 40.0	26028	-1		3	shotgun		1	 10		0.82 -0.02  0.25    2  999	1.2  1.3 	 6 38  7	 6 40  7  25	2031

$ nytr870			INSTANT_HIT	30.0 40.0	26029	-1		3	shotgunbad	1	 10		0.82 -0.02  0.23    0  0	1.2  1.0 	 6 40  7	 6 40  7  28	2001
$ nytr870			INSTANT_HIT	35.0 40.0	26029	-1		3	shotgun		1	 10		0.82 -0.02  0.25    1  200	1.2	 1.1 	 6 38  7	 6 40  7  20	2011
$ nytr870			INSTANT_HIT	40.0 40.0	26029	-1		3	shotgun		1	 10		0.82 -0.02  0.25    2  999	1.2  1.3 	 6 38  7	 6 40  7  25	2031

$ nytr870wp			INSTANT_HIT	30.0 40.0	26030	-1		3	shotgunbad		1	 15		0.75 -0.06  0.22    0  0	0.7  1.0 	 5 19  6	 5 19  6  35	2001
$ nytr870wp			INSTANT_HIT	35.0 40.0	26030	-1		3	shotgun		1	 15		0.75 -0.06  0.22    1  200	0.7  1.0 	 5 19  6	 5 19  6  35	2011
$ nytr870wp			INSTANT_HIT	40.0 40.0	26030	-1		3	shotgun		1	 15		0.75 -0.06  0.22    2  999	0.7  1.0 	 5 19  6	 5 19  6  35	2031

